Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_bin,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
28,0,Travel_Frequently,Research & Development,Medical,4,Male,3,1,3,Single,2154,1,Yes,5,2,4,2,0,2,1
44,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,5,1,Divorced,19190,6,No,26,2,25,9,14,13,4
34,0,Travel_Frequently,Human Resources,Life Sciences,3,Male,2,2,2,Married,4490,2,No,14,4,10,9,1,8,11
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,3,Married,3506,2,Yes,4,3,3,2,2,2,6
42,0,Travel_Rarely,Research & Development,Medical,2,Female,4,2,2,Married,2372,1,Yes,18,3,1,0,0,0,7
43,0,Travel_Rarely,Sales,Marketing,4,Female,2,3,4,Single,10231,4,No,23,4,21,7,15,17,4
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,2,Single,5410,2,Yes,18,3,16,14,5,12,2
44,1,Travel_Rarely,Research & Development,Medical,1,Female,3,3,4,Married,7978,3,No,10,3,10,7,0,5,15
28,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,2,1,4,Married,3867,2,Yes,2,3,2,2,2,2,2
51,0,Travel_Frequently,Research & Development,Medical,2,Female,2,1,3,Single,2838,1,No,8,2,7,0,7,7,6
30,0,Non-Travel,Research & Development,Medical,3,Female,3,2,3,Single,4695,2,Yes,10,3,8,4,1,7,9
29,1,Travel_Rarely,Research & Development,Technical Degree,2,Female,3,1,3,Divorced,3339,2,Yes,10,3,7,7,7,7,7
28,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,1,Single,2080,1,No,5,2,3,2,1,2,1
25,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,2,Single,2096,1,No,2,2,2,2,2,1,1
32,0,Travel_Rarely,Sales,Medical,3,Male,4,2,4,Married,6209,3,No,10,4,10,7,0,8,8
45,0,Travel_Frequently,Research & Development,Medical,2,Female,3,5,2,Single,18061,6,No,22,3,0,0,0,0,25
39,0,Travel_Rarely,Research & Development,Medical,3,Female,2,4,2,Divorced,17123,6,Yes,21,3,19,9,15,2,13
58,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Divorced,2372,1,No,2,3,2,2,2,2,23
32,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,3,Married,4883,2,No,10,3,10,4,1,1,7
39,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,1,Single,3904,2,No,6,3,5,2,0,3,23
30,0,Travel_Rarely,Research & Development,Technical Degree,1,Female,2,2,4,Married,4627,2,No,10,3,9,2,6,7,6
36,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,3,3,Married,7094,3,No,10,3,7,7,1,7,10
46,0,Travel_Rarely,Human Resources,Life Sciences,4,Female,3,1,1,Single,3423,2,No,10,4,7,6,5,7,1
28,0,Non-Travel,Research & Development,Life Sciences,3,Female,1,2,4,Married,6674,3,No,10,3,9,8,7,5,1
50,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,4,1,Married,16880,6,Yes,25,3,3,2,1,2,28
40,1,Travel_Rarely,Sales,Marketing,4,Male,2,3,2,Single,9094,4,Yes,9,3,5,4,1,0,25
52,1,Travel_Rarely,Sales,Life Sciences,2,Male,3,3,2,Single,8446,3,Yes,10,2,8,7,7,7,5
30,0,Travel_Rarely,Research & Development,Medical,2,Female,3,3,1,Married,11916,4,Yes,9,3,9,1,0,8,17
39,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,3,Single,4534,2,No,9,3,8,7,1,7,18
31,0,Non-Travel,Sales,Life Sciences,4,Female,3,3,3,Divorced,9852,4,Yes,10,2,10,8,9,6,2
41,0,Non-Travel,Sales,Medical,3,Male,1,2,2,Single,6151,3,No,19,3,19,2,11,9,10
31,1,Travel_Frequently,Sales,Life Sciences,4,Female,3,1,2,Single,2302,1,Yes,3,4,3,2,2,2,1
44,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,1,Married,2362,1,No,10,4,3,2,1,2,3
42,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,4,3,Married,17861,6,Yes,21,2,20,8,2,10,2
55,0,Travel_Rarely,Research & Development,Medical,4,Female,1,5,3,Married,19187,6,No,23,3,19,9,9,11,2
56,0,Travel_Rarely,Human Resources,Life Sciences,4,Male,3,5,2,Single,19717,6,No,36,3,7,3,7,7,8
40,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,1,3,Divorced,3544,2,No,6,3,4,2,0,0,16
34,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,3,4,Divorced,8500,3,No,10,2,9,7,1,6,9
40,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,4,Single,4661,2,No,9,3,9,8,8,8,2
41,0,Travel_Frequently,Sales,Marketing,3,Female,3,2,1,Divorced,4103,2,No,10,3,9,3,1,7,1
35,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,2,3,Single,4249,2,Yes,9,3,9,6,1,1,4
51,0,Travel_Rarely,Human Resources,Life Sciences,3,Male,3,4,2,Divorced,14026,5,Yes,33,3,33,9,0,10,5
38,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,2,1,Divorced,6893,3,No,11,3,7,7,1,7,2
34,0,Travel_Rarely,Sales,Medical,3,Female,3,2,1,Single,6125,3,No,10,4,10,8,9,6,15
25,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,4,Married,3669,2,No,7,2,3,2,1,2,19
58,1,Travel_Rarely,Research & Development,Medical,3,Female,2,3,1,Married,10008,4,Yes,31,2,10,9,5,9,7
40,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,2,Married,2387,1,No,7,3,4,2,0,3,1
36,0,Travel_Frequently,Sales,Marketing,1,Female,4,2,1,Married,4639,2,No,17,2,15,7,6,13,7
48,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,3,4,Single,7898,3,No,11,3,10,9,0,8,4
27,0,Travel_Rarely,Sales,Medical,3,Female,4,1,4,Married,2534,1,No,5,3,1,0,0,0,11
51,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,4,2,Single,13142,5,No,29,2,5,2,0,3,11
18,0,Non-Travel,Research & Development,Life Sciences,4,Female,3,1,4,Single,1611,1,No,0,4,0,0,0,0,1
35,0,Travel_Rarely,Research & Development,Medical,4,Female,2,2,4,Married,5363,2,No,10,3,9,7,0,0,1
27,0,Travel_Frequently,Sales,Life Sciences,4,Male,1,2,4,Single,5071,2,No,8,3,6,2,0,0,2
55,1,Travel_Rarely,Sales,Marketing,1,Male,4,4,3,Single,13695,5,Yes,24,2,19,7,3,8,13
56,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,2,Married,13402,5,Yes,33,3,19,16,15,9,23
34,0,Non-Travel,Research & Development,Technical Degree,1,Female,2,1,3,Divorced,2029,1,No,5,3,5,4,0,0,26
40,0,Travel_Rarely,Research & Development,Medical,2,Female,4,2,3,Divorced,6377,3,No,15,3,12,11,11,8,2
34,0,Travel_Rarely,Research & Development,Medical,2,Male,3,2,3,Married,5429,2,No,10,3,8,7,7,7,29
31,1,Travel_Frequently,Sales,Life Sciences,3,Female,2,1,4,Single,2785,1,No,3,4,1,0,0,0,2
35,1,Travel_Frequently,Sales,Marketing,4,Female,3,2,3,Married,4614,2,Yes,5,2,4,2,3,2,18
38,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,4,1,3,Divorced,2610,1,No,4,3,4,2,0,3,7
34,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,2,4,Single,6687,3,No,14,4,14,11,4,11,2
28,0,Travel_Rarely,Sales,Life Sciences,3,Male,2,2,1,Married,4724,2,No,5,3,5,3,0,4,26
31,1,Travel_Rarely,Research & Development,Medical,4,Male,3,2,3,Married,6179,3,Yes,10,2,10,2,6,7,22
39,0,Travel_Rarely,Sales,Life Sciences,1,Male,2,2,4,Married,6120,3,Yes,8,4,5,4,1,4,21
51,0,Travel_Frequently,Sales,Marketing,2,Male,3,3,2,Married,10596,4,No,14,3,4,2,3,2,2
41,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,4,Divorced,5467,2,Yes,12,2,6,2,3,3,22
37,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,3,Married,2996,1,Yes,8,3,6,4,1,3,4
33,0,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,4,Married,9998,4,No,8,4,5,4,1,2,5
32,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,2,Married,4078,2,Yes,4,2,3,2,1,2,2
39,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,3,3,Married,10920,4,No,13,3,6,4,0,5,25
25,0,Travel_Rarely,Sales,Life Sciences,1,Male,4,2,3,Married,6232,3,No,6,2,3,2,1,2,18
52,0,Travel_Frequently,Research & Development,Medical,4,Female,4,4,3,Married,13247,5,Yes,24,2,5,3,0,2,28
43,0,Travel_Rarely,Research & Development,Medical,1,Female,2,2,3,Single,4081,2,Yes,20,1,20,7,1,8,6
27,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,4,Married,5769,2,Yes,6,3,6,2,4,4,10
27,1,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,3,Single,2394,1,Yes,8,3,8,2,7,7,17
26,0,Travel_Rarely,Research & Development,Medical,1,Male,2,1,4,Single,3904,2,No,5,3,4,3,1,1,2
42,0,Travel_Rarely,Human Resources,Human Resources,3,Female,3,4,1,Married,16799,6,No,21,3,20,7,0,9,10
52,0,Travel_Rarely,Research & Development,Other,3,Female,3,1,1,Married,2950,1,No,12,1,5,4,0,4,8
37,0,Travel_Rarely,Research & Development,Medical,1,Female,3,1,3,Single,3629,2,No,8,3,3,2,0,2,11
35,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,3,4,Single,9362,4,No,10,3,2,2,2,2,18
25,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,1,4,Married,3229,2,No,7,2,3,2,0,2,1
26,0,Travel_Rarely,Research & Development,Other,3,Male,4,1,1,Single,3578,2,No,8,3,7,7,0,7,7
29,0,Travel_Rarely,Human Resources,Other,2,Male,2,3,1,Single,7988,3,No,10,2,10,9,0,9,17
49,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,2,2,1,Single,4284,2,No,20,3,4,3,1,3,28
29,1,Travel_Frequently,Research & Development,Other,3,Female,3,3,4,Single,7553,3,Yes,9,3,8,7,7,7,14
54,0,Travel_Rarely,Research & Development,Medical,4,Female,3,4,4,Single,17328,6,No,29,2,20,7,12,7,1
58,0,Travel_Rarely,Research & Development,Medical,4,Female,3,5,1,Married,19701,6,Yes,32,3,9,8,1,5,1
55,0,Travel_Rarely,Research & Development,Medical,2,Male,4,4,4,Divorced,14732,5,No,31,4,7,7,0,0,1
36,0,Travel_Rarely,Sales,Marketing,1,Female,3,2,2,Single,9278,4,Yes,15,3,5,4,0,1,3
31,1,Travel_Frequently,Sales,Life Sciences,2,Female,1,1,3,Single,1359,1,No,1,3,1,0,0,0,1
30,0,Travel_Rarely,Sales,Marketing,4,Female,3,2,1,Divorced,4779,2,No,8,3,3,2,0,2,7
31,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,4,2,Single,16422,6,No,9,4,3,2,1,0,8
34,0,Travel_Frequently,Research & Development,Other,4,Male,3,1,1,Divorced,2996,1,No,10,3,4,3,1,3,1
31,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,2,1,2,Single,1261,1,No,1,4,1,0,0,0,8
27,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,1,Married,2099,1,No,6,4,5,0,1,4,11
36,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,2,4,Single,5810,2,No,10,2,10,4,1,8,4
36,0,Travel_Rarely,Sales,Marketing,3,Female,2,2,1,Married,5647,2,No,11,2,3,2,0,2,16
47,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,1,4,Married,3420,2,No,17,2,6,5,1,2,1
25,1,Travel_Rarely,Sales,Life Sciences,1,Male,2,1,1,Married,4400,2,No,6,3,3,2,2,2,9
37,0,Non-Travel,Research & Development,Technical Degree,3,Male,4,1,3,Single,3500,2,No,7,1,6,5,1,3,5
56,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,1,Married,2066,1,No,5,4,3,2,1,0,1
47,0,Travel_Rarely,Research & Development,Medical,1,Female,3,4,3,Married,17169,6,No,26,4,20,17,5,6,2
24,0,Travel_Rarely,Sales,Medical,4,Female,3,2,3,Married,4162,2,Yes,5,3,5,4,0,3,4
32,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Married,9204,4,No,7,2,4,3,0,3,7
34,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,1,2,Married,3294,2,No,7,2,5,4,0,2,1
41,0,Travel_Rarely,Research & Development,Medical,2,Male,4,1,3,Married,2127,1,Yes,7,2,4,2,0,3,5
40,0,Non-Travel,Research & Development,Other,3,Male,3,2,3,Divorced,3975,2,No,11,4,8,7,0,7,9
31,0,Travel_Rarely,Sales,Life Sciences,1,Male,3,3,4,Divorced,10793,4,No,13,3,13,7,9,9,8
46,1,Travel_Rarely,Sales,Marketing,1,Male,3,3,4,Divorced,10096,4,No,28,4,7,7,4,3,9
39,1,Non-Travel,Research & Development,Life Sciences,1,Female,2,1,1,Single,3646,2,Yes,11,4,1,0,0,0,2
31,1,Travel_Frequently,Research & Development,Life Sciences,3,Female,4,3,2,Single,7446,3,No,10,3,10,8,4,7,1
45,0,Travel_Rarely,Research & Development,Medical,2,Male,1,3,1,Divorced,10851,4,Yes,24,3,7,7,0,7,20
31,0,Travel_Rarely,Human Resources,Medical,4,Female,4,1,2,Single,2109,1,No,8,3,3,2,0,2,8
31,1,Travel_Frequently,Research & Development,Life Sciences,2,Male,3,1,4,Married,3722,2,Yes,7,1,2,2,2,2,2
45,0,Travel_Rarely,Research & Development,Technical Degree,2,Male,3,3,4,Married,9380,4,Yes,10,4,3,1,1,2,29
48,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,1,Divorced,5486,2,No,15,3,2,2,2,2,7
34,1,Travel_Rarely,Human Resources,Technical Degree,1,Female,3,1,3,Married,2742,1,No,2,3,2,2,2,2,9
40,0,Non-Travel,Research & Development,Medical,4,Male,2,3,2,Divorced,13757,5,No,16,3,9,8,4,8,8
28,0,Travel_Rarely,Sales,Medical,4,Male,3,2,1,Single,8463,3,No,6,3,5,4,1,3,5
44,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,3,Single,3162,2,No,7,3,5,2,0,3,5
53,0,Travel_Rarely,Research & Development,Medical,4,Male,4,4,2,Single,16598,6,No,35,2,9,8,8,8,2
49,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,2,3,Married,6651,3,No,20,2,3,2,1,2,5
40,0,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Divorced,2345,1,No,8,4,3,1,1,2,2
44,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,2,Single,3420,2,No,6,2,5,2,1,3,20
33,0,Travel_Frequently,Sales,Medical,4,Male,3,2,1,Married,4373,2,No,5,3,4,3,0,3,7
34,0,Travel_Rarely,Sales,Other,4,Male,1,2,1,Single,4759,2,No,15,3,13,9,3,12,3
30,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,2,3,Married,5301,2,No,4,2,2,1,2,2,16
42,0,Travel_Frequently,Research & Development,Medical,1,Female,3,1,4,Single,3673,2,No,12,3,12,9,5,8,9
44,0,Travel_Frequently,Sales,Marketing,1,Female,3,2,3,Married,4768,2,No,11,2,1,0,0,0,1
30,0,Non-Travel,Research & Development,Technical Degree,3,Male,3,1,3,Divorced,1274,1,No,1,2,1,0,0,0,7
57,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,3,Married,4900,2,No,13,2,12,9,2,8,1
49,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,3,2,Divorced,10466,4,No,29,3,8,7,0,7,7
34,0,Travel_Frequently,Research & Development,Medical,2,Male,3,4,1,Divorced,17007,6,No,16,2,14,8,6,9,15
28,1,Travel_Frequently,Sales,Technical Degree,1,Male,3,1,3,Married,2909,1,No,5,4,3,2,1,2,1
29,1,Travel_Frequently,Sales,Technical Degree,1,Female,3,2,2,Single,5765,2,No,7,1,5,3,0,0,13
34,1,Travel_Rarely,Sales,Medical,1,Female,2,2,2,Single,4599,2,Yes,16,4,15,9,10,10,24
35,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,1,3,Married,2404,1,No,1,3,1,0,0,0,7
24,1,Travel_Frequently,Research & Development,Medical,2,Male,3,1,1,Single,3172,2,Yes,4,2,0,0,0,0,9
24,0,Non-Travel,Sales,Life Sciences,4,Female,3,1,2,Married,2033,1,No,1,3,1,0,0,0,13
44,0,Travel_Frequently,Research & Development,Medical,2,Male,3,3,3,Single,10209,4,Yes,16,2,2,2,2,2,2
29,0,Travel_Rarely,Sales,Life Sciences,3,Male,2,2,3,Divorced,8620,3,No,10,3,10,7,0,4,19
30,0,Travel_Rarely,Human Resources,Life Sciences,3,Male,3,1,3,Divorced,2064,1,No,6,4,5,3,1,3,1
55,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,3,Married,4035,2,Yes,4,3,3,2,1,2,4
33,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,2,Married,3838,2,No,8,3,5,4,0,2,4
47,0,Travel_Rarely,Sales,Medical,3,Female,3,2,3,Married,4591,2,Yes,11,2,5,4,1,2,14
28,1,Travel_Frequently,Research & Development,Medical,3,Male,2,1,1,Single,2561,1,No,8,2,0,0,0,0,2
28,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,1,3,Divorced,1563,1,No,1,1,1,0,0,0,1
28,0,Travel_Frequently,Sales,Life Sciences,3,Male,3,2,1,Single,4898,2,No,5,3,4,2,1,3,7
49,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,1,Married,4789,2,No,10,3,3,2,1,2,3
29,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,2,Married,3180,2,No,4,3,3,2,0,2,2
28,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,1,2,2,Married,6549,3,No,8,2,8,6,1,7,29
33,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,3,Single,6388,3,Yes,14,3,0,0,0,0,8
32,0,Travel_Rarely,Research & Development,Medical,3,Male,3,3,4,Single,11244,4,No,10,4,5,2,0,0,10
54,0,Travel_Frequently,Research & Development,Medical,2,Female,3,4,4,Divorced,16032,6,No,26,3,14,9,1,12,11
29,1,Travel_Rarely,Research & Development,Technical Degree,1,Male,2,1,1,Single,2362,1,No,11,1,9,7,0,7,1
44,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,1,Married,16328,6,No,24,4,20,6,14,17,28
39,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,3,2,Single,8376,3,No,9,3,2,0,2,2,6
46,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,4,2,Married,16606,6,No,23,4,13,12,5,1,3
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,3,2,Single,8606,3,No,11,1,11,8,3,3,16
23,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,3,Single,2272,1,No,5,3,4,3,1,2,20
40,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,1,Single,2018,1,No,15,1,5,4,1,0,9
34,0,Travel_Rarely,Sales,Technical Degree,4,Male,2,3,3,Married,7083,3,Yes,10,3,10,9,8,6,1
31,1,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,3,Single,4084,2,No,7,1,7,2,7,7,3
50,0,Travel_Frequently,Research & Development,Medical,3,Male,1,4,4,Single,14411,5,Yes,32,3,32,6,13,9,22
34,0,Travel_Rarely,Sales,Technical Degree,2,Male,3,1,3,Married,2308,1,Yes,12,3,11,10,5,7,7
42,0,Travel_Rarely,Research & Development,Medical,3,Male,2,1,2,Married,4841,2,No,4,3,1,0,0,0,2
37,0,Travel_Rarely,Research & Development,Medical,1,Male,3,2,4,Married,4285,2,No,10,3,10,8,3,7,13
29,0,Travel_Rarely,Research & Development,Other,3,Female,1,2,1,Married,9715,4,No,9,3,7,7,0,7,8
33,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,2,Single,4320,2,No,5,3,5,3,0,2,25
45,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,4,Married,2132,1,No,8,3,5,4,0,3,28
42,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,3,4,Married,10124,4,Yes,24,1,20,8,13,9,2
40,0,Travel_Rarely,Sales,Medical,1,Male,3,2,1,Married,5473,2,No,9,4,8,4,7,1,9
33,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,2,3,Married,5207,2,Yes,15,3,15,14,5,7,28
40,0,Travel_Rarely,Human Resources,Medical,3,Male,3,4,4,Single,16437,6,Yes,21,3,21,7,7,7,6
24,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,2,1,1,Divorced,2296,1,No,2,3,1,1,0,0,21
40,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,2,4,Divorced,4069,2,Yes,8,3,2,2,2,2,8
45,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,3,2,Divorced,7441,3,No,10,3,10,8,7,7,1
35,0,Travel_Rarely,Sales,Life Sciences,2,Female,2,1,3,Married,2430,1,No,6,3,5,3,4,2,28
32,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,2,Married,5878,2,No,12,3,7,1,2,5,5
36,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,1,4,Single,2644,1,Yes,7,2,3,2,1,2,2
48,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,3,Divorced,6439,3,No,18,3,8,7,7,7,16
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,3,Married,2451,1,No,5,2,1,0,0,0,9
33,0,Travel_Rarely,Sales,Life Sciences,1,Male,3,2,1,Married,6392,3,No,8,1,2,2,2,2,8
30,1,Travel_Rarely,Sales,Life Sciences,2,Male,2,2,1,Married,9714,4,No,10,3,10,8,6,7,1
38,0,Travel_Frequently,Human Resources,Human Resources,3,Male,3,2,3,Married,6077,3,No,10,3,6,3,1,2,10
35,0,Travel_Rarely,Research & Development,Medical,4,Male,2,1,1,Single,2450,1,No,3,3,3,0,1,2,1
30,0,Travel_Rarely,Sales,Technical Degree,3,Male,3,3,2,Married,9250,4,No,9,3,4,2,1,3,29
35,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,1,Divorced,2074,1,Yes,1,3,1,0,0,0,2
53,1,Travel_Rarely,Research & Development,Technical Degree,3,Female,2,3,4,Married,10169,4,No,34,3,33,7,1,9,2
38,1,Travel_Rarely,Research & Development,Medical,3,Male,3,2,2,Married,4855,2,No,7,3,5,2,1,4,2
32,0,Non-Travel,Research & Development,Technical Degree,4,Male,3,2,1,Married,4087,2,No,9,2,6,5,1,2,1
48,0,Travel_Rarely,Research & Development,Other,3,Female,3,1,1,Married,2367,1,No,10,2,8,2,7,6,15
34,0,Travel_Rarely,Research & Development,Medical,1,Male,3,1,4,Single,2972,1,No,1,1,1,0,0,0,7
55,0,Travel_Rarely,Sales,Marketing,3,Male,2,5,4,Married,19586,6,No,36,3,36,6,2,13,26
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,2,4,Married,5484,2,No,9,2,2,2,2,1,1
26,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,4,Married,2061,1,No,1,3,1,0,0,0,3
38,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,2,Married,9924,4,No,10,3,9,8,7,7,14
38,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,2,2,Single,4198,2,No,8,4,3,2,1,2,16
36,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,2,3,Single,6815,3,No,15,3,1,0,0,0,1
29,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,1,Single,4723,2,Yes,10,3,10,9,1,5,3
35,0,Travel_Rarely,Research & Development,Medical,1,Female,3,2,3,Single,6142,3,Yes,10,3,5,2,0,4,10
39,0,Travel_Rarely,Sales,Medical,4,Male,4,3,3,Married,8237,3,No,11,3,7,6,7,6,6
29,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,2,4,Divorced,8853,3,No,6,4,6,4,1,3,2
50,0,Travel_Rarely,Sales,Marketing,3,Male,3,5,3,Married,19331,6,Yes,27,3,1,0,0,0,9
23,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,4,1,3,Married,2073,1,No,4,3,2,2,2,2,10
36,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,4,2,1,Married,5562,2,Yes,9,3,3,2,0,2,6
42,0,Travel_Rarely,Research & Development,Other,4,Male,2,5,4,Single,19613,6,No,24,3,1,0,0,1,9
35,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,3,Married,3407,2,No,10,2,10,9,6,8,28
34,0,Travel_Frequently,Research & Development,Technical Degree,4,Male,2,2,3,Married,5063,2,No,8,2,8,2,7,7,10
40,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,2,1,Married,4639,2,No,5,3,5,4,1,2,14
43,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,4,1,2,Divorced,4876,2,No,8,3,6,4,0,2,27
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,1,4,Married,2690,1,No,1,2,1,0,0,1,7
46,0,Travel_Rarely,Sales,Life Sciences,4,Male,4,4,1,Single,17567,6,No,27,1,26,0,0,12,1
28,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,2,Married,2408,1,Yes,1,3,1,1,0,0,24
22,0,Non-Travel,Research & Development,Other,2,Female,2,1,3,Married,2814,1,Yes,4,2,4,2,1,3,26
50,0,Travel_Frequently,Research & Development,Medical,2,Male,3,4,3,Married,11245,4,Yes,32,3,30,8,12,13,20
32,0,Travel_Rarely,Research & Development,Other,2,Female,4,1,4,Married,3312,2,No,6,3,3,2,0,2,5
44,0,Travel_Rarely,Research & Development,Medical,2,Female,3,5,4,Divorced,19049,6,Yes,23,2,22,7,1,10,7
30,0,Travel_Rarely,Research & Development,Medical,2,Male,2,1,2,Married,2141,1,No,6,2,6,4,1,1,7
45,0,Travel_Rarely,Research & Development,Medical,3,Female,1,2,1,Single,5769,2,Yes,10,3,10,7,1,4,5
45,0,Non-Travel,Sales,Marketing,1,Male,2,2,1,Married,4385,2,No,10,3,10,7,4,5,26
31,0,Travel_Frequently,Sales,Other,4,Male,3,2,1,Single,5332,2,No,10,3,5,2,0,3,2
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,3,Married,4663,2,Yes,7,3,3,2,1,1,12
34,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,4,2,4,Divorced,4724,2,No,9,3,9,7,7,2,10
49,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,1,Married,3211,2,No,10,2,9,6,1,4,25
39,0,Travel_Rarely,Research & Development,Medical,2,Male,3,2,1,Married,5377,2,No,10,3,7,7,7,7,10
27,0,Travel_Rarely,Research & Development,Other,4,Male,2,1,1,Divorced,4066,2,No,7,3,7,7,0,7,19
35,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,1,Married,5208,2,No,16,3,16,15,1,10,18
28,0,Travel_Rarely,Research & Development,Medical,2,Female,1,2,1,Divorced,4877,2,No,6,2,5,3,0,0,27
